status;raw_title;search_title;author_hint;best_title;best_subtitle;best_authors;best_publisher;best_isbn;best_year;best_page_count;source_name;source_url;confidence;source_query
sem-match-forte;"Estudando a Desobsessão";"Estudando a Desobsessão";;"Estudo sistematizado da doutrina espírita - Tomo III";;"Cecília Rocha ";"FEB Editora";9786555704495;2022;545;"Google Books";https://play.google.com/store/books/details?id=3YpyEAAAQBAJ&source=gbs_api;0.2718;"Estudando a Desobsessão"
sem-match-forte;"ESTUDANDO GÊNESIS A LUZ DO ESPIRITISMO";"ESTUDANDO GÊNESIS A LUZ DO ESPIRITISMO";;"Estudando A Gênese";;"Luiz Carlos Marasco";"Clube de Autores";9786500539189;2022;0;"Google Books";http://books.google.com.br/books?id=qZmgEAAAQBAJ&dq=ESTUDANDO+G%C3%8ANESIS+A+LUZ+DO+ESPIRITISMO&hl=&as_pt=BOOKS&source=gbs_api;0.4810;"ESTUDANDO GÊNESIS A LUZ DO ESPIRITISMO"
sem-match-forte;"Evangelho fácil Canoa, Grampeado ou Costurado - 8 agosto 2014";"Evangelho fácil Canoa, Grampeado ou Costurado - 8 agosto 2014";;Eclésia;"a revista evangélica do Brasil";;;;2000;796;"Google Books";http://books.google.com.br/books?id=n5BYAAAAMAAJ&dq=Evangelho+f%C3%A1cil+Canoa&hl=&as_pt=BOOKS&source=gbs_api;0.2522;"Evangelho fácil Canoa"
sem-match-forte;"EVANGELHO SEGUNDO O ESPIRITISMO - FEB - Econômica";"EVANGELHO SEGUNDO O ESPIRITISMO - FEB - Econômica";;"Espiritismo no Brasil: História, Prática e Conversão";;"José do Carmo Rodrigues";"Editora Appris";9786525050010;2023;246;"Google Books";https://play.google.com/store/books/details?id=MoHkEAAAQBAJ&source=gbs_api;0.3113;"EVANGELHO SEGUNDO O ESPIRITISMO - FEB - Econômica"
sem-match-forte;"EVOLUCAO ANIMICA";"EVOLUCAO ANIMICA";;"E DISSE DEUS";"Os 7 dias da Criação segundo o Espiritismo";"Angela A G Moura";"angela acosta giovanini de";;2020;145;"Google Books";http://books.google.com.br/books?id=kvcTEAAAQBAJ&dq=EVOLUCAO+ANIMICA&hl=&as_pt=BOOKS&source=gbs_api;0.1572;"EVOLUCAO ANIMICA"
sem-match-forte;"EXPOSITORES ESPÍRITAS";"EXPOSITORES ESPÍRITAS";;"União dos Espíritas";"Para onde vamos?";"Antonio Cesar Perri de Carvalho";"Editora EME LTDA EPP";9788595440623;2018;129;"Google Books";https://play.google.com/store/books/details?id=ZLVjDwAAQBAJ&source=gbs_api;0.4779;"EXPOSITORES ESPÍRITAS"
sem-match-forte;"FÉ E RAZÃO - DESCOBRINDO O SENTIDO DA VIDA...";"FÉ E RAZÃO - DESCOBRINDO O SENTIDO DA VIDA...";;"A Ciência Da Felicidade";;;"Elsevier Brasil";9788535220858;;360;"Google Books";http://books.google.com.br/books?id=UKmkoq9JzMoC&dq=F%C3%89+E+RAZ%C3%83O+-+DESCOBRINDO+O+SENTIDO+DA+VIDA...&hl=&as_pt=BOOKS&source=gbs_api;0.3034;"FÉ E RAZÃO - DESCOBRINDO O SENTIDO DA VIDA..."
sem-match-forte;"FONTE VIVA (CAPA DURA)";"FONTE VIVA (CAPA DURA)";;"Bíblia Aventura para crianças, NVI, Capa dura com fechamento em ímã, Tigre";;"Thomas Nelson Brasil";"Thomas Nelson Brasil";9786552174970;2025;3124;"Google Books";https://play.google.com/store/books/details?id=XKCNEQAAQBAJ&source=gbs_api;0.3944;"FONTE VIVA (CAPA DURA)"
sem-match-forte;"GRANDEZA DO ESPIRITISMO";"GRANDEZA DO ESPIRITISMO";;"Memórias do espiritismo no Ceará";;"Luciano Klein Filho";;;2001;;"Open Library";https://openlibrary.org/works/OL5767391W;0.6366;"GRANDEZA DO ESPIRITISMO"
sem-match-forte;"INQUISIÇÃO - A ÉPOCA DAS TREVAS";"INQUISIÇÃO - A ÉPOCA DAS TREVAS";;"Economia solidária triunfa sobre o neoliberalismo que estrebucha em trevas";;"Pedro Motta de Barros";"Editora Dialética";9786525267401;2023;324;"Google Books";https://play.google.com/store/books/details?id=ZtewEAAAQBAJ&source=gbs_api;0.2686;"INQUISIÇÃO - A ÉPOCA DAS TREVAS"
sem-match-forte;"INSTRUÇÕES PRÁTICA SOBRE O MAGNETISMO ANIMAL";"INSTRUÇÕES PRÁTICA SOBRE O MAGNETISMO ANIMAL";;"Orientação para a prática mediúnica no centro espírita";;"Marta Antunes de Oliveira de Moura (Coordenadora), Coordenação Nacional da Área da Mediunidade do CFN (Organizador)";"FEB Editora";9788594660329;2021;287;"Google Books";https://play.google.com/store/books/details?id=v3tlEAAAQBAJ&source=gbs_api;0.3417;"INSTRUÇÕES PRÁTICA SOBRE O MAGNETISMO ANIMAL"
sem-match-forte;"JESUS e o espiritismo";"JESUS e o espiritismo";;"O espiritismo é obra de Jesus";;"Figueiredo, Paulo Henrique e outros autores ";"FEAL - Fundação Espírita André Luiz";9786598245986;2025;0;"Google Books";http://books.google.com.br/books?id=eeWVEQAAQBAJ&dq=JESUS+e+o+espiritismo&hl=&as_pt=BOOKS&source=gbs_api;0.7024;"JESUS e o espiritismo"
sem-match-forte;"JESUS EM TUA CASA";"JESUS EM TUA CASA";;"Bíblia Jeffrey de Estudos Proféticos";;"Grant R. Jeffrey";GodBooks;9786586996234;2024;1720;"Google Books";https://play.google.com/store/books/details?id=yOg4EQAAQBAJ&source=gbs_api;0.2340;"JESUS EM TUA CASA"
sem-match-forte;"JESUS MÉDICO DE ALMAS";"JESUS MÉDICO DE ALMAS";;"Vida e destino de Jesus de Nazaré";;"Daniel Marguerat";"Editora Vozes";9786557133354;2021;416;"Google Books";https://play.google.com/store/books/details?id=YqZJEAAAQBAJ&source=gbs_api;0.4426;"JESUS MÉDICO DE ALMAS"
sem-match-forte;"JESUS NO LAR - CHICO XAVIER";"JESUS NO LAR - CHICO XAVIER";;"Jesus no lar";;"Néio Lúcio (Spirit)";;;1950;161;"Google Books";http://books.google.com.br/books?id=PKUjzQEACAAJ&dq=intitle:%22JESUS+NO+LAR+-+CHICO+XAVIER%22&hl=&as_pt=BOOKS&source=gbs_api;0.7102;"intitle:""JESUS NO LAR - CHICO XAVIER"""
sem-match-forte;"JUVENTUDE ESPÍRITA";"JUVENTUDE ESPÍRITA";;"Qualidade Total Na Casa Espírita";;"Ricardo Rêgo Barros";"Clube de Autores";;2021;274;"Google Books";http://books.google.com.br/books?id=RnU3EAAAQBAJ&dq=JUVENTUDE+ESP%C3%8DRITA&hl=&as_pt=BOOKS&source=gbs_api;0.4876;"JUVENTUDE ESPÍRITA"
sem-match-forte;"KARDEC E RACISMO";"KARDEC E RACISMO";;"Racismo em Kardec?";"A propaganda antiespírita e a verdade doutrinária";"Paulo da Silva Sobrinho Neto";"Grupo Educação Ética e Cidadania";9788598107318;2010;486;"Google Books";https://play.google.com/store/books/details?id=GWcpDwAAQBAJ&source=gbs_api;0.5593;"KARDEC E RACISMO"
sem-match-forte;"KIT - CURSO DE FORMAÇÃO DE MÉDIUNS ESCLARECEDORES";"KIT - CURSO DE FORMAÇÃO DE MÉDIUNS ESCLARECEDORES";;;;;;;;;;;0.0000;
sem-match-forte;"KIT SERIE JOANA DE ANGELIS";"KIT SERIE JOANA DE ANGELIS";;"Halliwell_s Film, Video and DVD Guide 2005";;"John Walker";"HarperCollins Entertainment";9780007190812;2004;1058;"Google Books";http://books.google.com.br/books?id=xnjCMVE_pxAC&dq=KIT+SERIE+JOANA+DE+ANGELIS&hl=&as_pt=BOOKS&source=gbs_api;0.2036;"KIT SERIE JOANA DE ANGELIS"
sem-match-forte;"LEIS MORAIS E SAÚDE MENTAL";"LEIS MORAIS E SAÚDE MENTAL";;"Liquidez Da Saúde Mental Contemporânea";;"Gilmar Gonçalves Da Costa";"Clube de Autores";9798297741256;2025;324;"Google Books";https://play.google.com/store/books/details?id=m62AEQAAQBAJ&source=gbs_api;0.4814;"LEIS MORAIS E SAÚDE MENTAL"
revisar;"LIÇÕES PARA TODA VIDA";"LIÇÕES PARA TODA VIDA";;"Confissões do Crematório. Lições Para Toda a Vida";;;;;;;"Open Library";https://openlibrary.org/works/OL28963405W;0.7574;"LIÇÕES PARA TODA VIDA"
sem-match-forte;"Livro - Jornada dos Anjos";"Livro - Jornada dos Anjos";;"Na jornada com Cristo";;"Max Lucado";"Editora Mundo Cristão";9788573256666;2011;162;"Google Books";http://books.google.com.br/books?id=gn-cZOsaHj8C&dq=Livro+-+Jornada+dos+Anjos&hl=&as_pt=BOOKS&source=gbs_api;0.4332;"Livro - Jornada dos Anjos"
sem-match-forte;"Livro dos Espíritos para Crianças - Vol. 1 Acessório - Agenda, 1 janeiro 2020";"Livro dos Espíritos para Crianças - Vol. 1 Acessório";"Agenda, 1 janeiro 2020";"O Livro dos Espíritos";;"Allan Kardec";"EDITORA BIBLIOMUNDI SERVIÇOS DIGITAIS LTDA";9788572975735;2022;403;"Google Books";https://play.google.com/store/books/details?id=pNH5DwAAQBAJ&source=gbs_api;0.4791;"Livro dos Espíritos para Crianças - Vol. 1 Acessório Agenda, 1 janeiro 2020"
sem-match-forte;"Livro dos Espíritos Para Crianças - Volume 2 Capa comum - 1 janeiro 2019";"Livro dos Espíritos Para Crianças - Volume 2 Capa comum - 1 janeiro 2019";;"O livro dos espíritos";;"Allan Kardec";"FEB Editora";9788573288896;2021;614;"Google Books";https://play.google.com/store/books/details?id=G70pDwAAQBAJ&source=gbs_api;0.3597;"Livro dos Espíritos Para Crianças - Volume 2 Capa comum - 1 janeiro 2019"
sem-match-forte;"Livro dos Espíritos Para Crianças - Volume 3 Capa comum - 1 janeiro 2019";"Livro dos Espíritos Para Crianças - Volume 3 Capa comum - 1 janeiro 2019";;"O Estado de São Paulo";"Suplemento literario";;;;1963;170;"Google Books";http://books.google.com.br/books?id=lkjcyv6Ntj4C&dq=Livro+dos+Esp%C3%ADritos+Para+Crian%C3%A7as+-+Volume+3+Capa+comum+-+1+janeiro+2019&hl=&as_pt=BOOKS&source=gbs_api;0.1353;"Livro dos Espíritos Para Crianças - Volume 3 Capa comum - 1 janeiro 2019"
sem-match-forte;"Livro dos Espíritos Para Crianças - Volume 4 Capa comum - 1 janeiro 2019";"Livro dos Espíritos Para Crianças - Volume 4 Capa comum - 1 janeiro 2019";;"O livro dos espíritos";;"Allan Kardec";"FEB Editora";9788573288896;2021;614;"Google Books";https://play.google.com/store/books/details?id=G70pDwAAQBAJ&source=gbs_api;0.3597;"Livro dos Espíritos Para Crianças - Volume 4 Capa comum - 1 janeiro 2019"
sem-match-forte;"LIVRO EDITORA MUNDO MAIOR TODOS OS ANIMAIS MERECEM O CÉU";"LIVRO EDITORA MUNDO MAIOR TODOS OS ANIMAIS MERECEM O CÉU";;"Todos os animais merecem o céu";;"Marcel Benedeti";"FEAL - Fundação Espírita André Luiz";9788579430886;2012;304;"Google Books";https://play.google.com/store/books/details?id=jxwOEAAAQBAJ&source=gbs_api;0.6606;"LIVRO EDITORA MUNDO MAIOR TODOS OS ANIMAIS MERECEM O CÉU"
sem-match-forte;"LIVRO O ATEU";"LIVRO O ATEU";;"O ateu";;"VERA LUCIA MARINZECK DE CARVALHO, ANTONIO CARLOS";"Petit Editora e Distribuidor";9788572531719;;248;"Google Books";http://books.google.com.br/books?id=SMNMaEQdlEkC&dq=LIVRO+O+ATEU&hl=&as_pt=BOOKS&source=gbs_api;0.6667;"LIVRO O ATEU"
sem-match-forte;"LV MAE VOLTEI!-";"LV MAE VOLTEI!";;"Level 7 - Primeiro Level";;dPaulla;dP;;2013;59;"Google Books";https://play.google.com/store/books/details?id=tM4_AgAAQBAJ&source=gbs_api;0.2126;"LV MAE VOLTEI!"
sem-match-forte;"LV-CONSTELACAO FAMILIAR";"LV-CONSTELACAO FAMILIAR";;"Routledge International Handbook of Contemporary Social and Political Theory";;"Gerard Delanty, Stephen P. Turner";"Taylor & Francis";9781135997946;2011;529;"Google Books";http://books.google.com.br/books?id=JHIHTHeJHucC&dq=LV-CONSTELACAO+FAMILIAR&hl=&as_pt=BOOKS&source=gbs_api;0.1628;"LV-CONSTELACAO FAMILIAR"
sem-match-forte;"LV-ENCONTRO MARCADO";"LV-ENCONTRO MARCADO";;"Anais do 1o Encontro Nacional de Orquidófilos e Orquidólogos";;;;;1981;286;"Google Books";http://books.google.com.br/books?id=xNdiAAAAMAAJ&dq=LV-ENCONTRO+MARCADO&hl=&as_pt=BOOKS&source=gbs_api;0.3464;"LV-ENCONTRO MARCADO"
sem-match-forte;"LV-PSICOLOGIA DA GRATIDAO";"LV-PSICOLOGIA DA GRATIDAO";;"Manual de perícia psicológica forense – VOLUME 2";;"Lucas Dannilo Aragão Guimarães";"Vetor Editora";9786553742383;2024;373;"Google Books";https://play.google.com/store/books/details?id=VQw1EQAAQBAJ&source=gbs_api;0.2620;"LV-PSICOLOGIA DA GRATIDAO"
sem-match-forte;"MAGNETISMO HUMANO PARA INICIANTE";"MAGNETISMO HUMANO PARA INICIANTE";;"O Aprendiz E A Cabala";;"Rogério A Pelegrino";"Clube de Autores";;2014;181;"Google Books";https://play.google.com/store/books/details?id=4g-CEAAAQBAJ&source=gbs_api;0.2106;"MAGNETISMO HUMANO PARA INICIANTE"
sem-match-forte;"MEDITAÇÕES DIÁRIA";"MEDITAÇÕES DIÁRIA";;"Salmos - Meditações Diárias";;"Zélio Cabral";"Clube de Autores";;2018;101;"Google Books";https://play.google.com/store/books/details?id=jyeEEAAAQBAJ&source=gbs_api;0.6919;"MEDITAÇÕES DIÁRIA"
sem-match-forte;"MEMEI Vida e Mensagens";"MEMEI Vida e Mensagens";;"Mensagens Para O Coração";;"Flávio Júnior";"Clube de Autores";;2013;46;"Google Books";http://books.google.com.br/books?id=ufF7DwAAQBAJ&dq=MEMEI+Vida+e+Mensagens&hl=&as_pt=BOOKS&source=gbs_api;0.3376;"MEMEI Vida e Mensagens"
sem-match-forte;"MEMÓRIAS PARA SERVIR À HISTÓRIA E AO ESTUDO MAGNETISMO ANIMAL";"MEMÓRIAS PARA SERVIR À HISTÓRIA E AO ESTUDO MAGNETISMO ANIMAL";;"Memorias del 2 ̊Congreso médico pan-americano v.2";;;;;1898;1180;"Google Books";https://play.google.com/store/books/details?id=tjlBGVmDsyAC&source=gbs_api;0.2997;"MEMÓRIAS PARA SERVIR À HISTÓRIA E AO ESTUDO MAGNETISMO ANIMAL"
sem-match-forte;"MUNDO REGENERADO";"MUNDO REGENERADO";;"Mundo Regenerado";"Mesmo quando há nuvens, brilha o sol que aguarda passarem as sombras de toda espécie";"Dilvado Pereira Franco [Médium], Joanna de Ângelis [Espírito]";;9786586256239;2023;0;"Google Books";http://books.google.com.br/books?id=Oqb9zwEACAAJ&dq=intitle:%22MUNDO+REGENERADO%22&hl=&as_pt=BOOKS&source=gbs_api;0.6310;"intitle:""MUNDO REGENERADO"""
sem-match-forte;"NEM CÉU NEM INFERNO (NOVO)";"NEM CÉU NEM INFERNO (NOVO)";;"Nem céu nem inferno";"As leis da alma segundo o Espiritismo";"Paulo Henrique de Figueiredo, Lucas Sampaio";"FEAL - Fundação Espírita André Luiz";9786599046025;2020;391;"Google Books";https://play.google.com/store/books/details?id=Bz8QEAAAQBAJ&source=gbs_api;0.6371;"NEM CÉU NEM INFERNO (NOVO)"
sem-match-forte;"NICODEMOS ADVOGADO DE JESUS";"NICODEMOS ADVOGADO DE JESUS";;"José De Arimatéia, O Discípulo De Jesus";;;"Butterfly Editora";9788588477605;;384;"Google Books";http://books.google.com.br/books?id=6cEkNJr98-gC&dq=NICODEMOS+ADVOGADO+DE+JESUS&hl=&as_pt=BOOKS&source=gbs_api;0.4952;"NICODEMOS ADVOGADO DE JESUS"
sem-match-forte;"Ninguém é de Ninguém - Nova Edição";"Ninguém é de Ninguém - Nova Edição";;"Um romance russo (Nova edição)";;"Emmanuel Carrère";Alfaguara;9788556522320;2024;273;"Google Books";https://play.google.com/store/books/details?id=-4MBEQAAQBAJ&source=gbs_api;0.5240;"Ninguém é de Ninguém - Nova Edição"
sem-match-forte;"NO RUMO DA SUBLIME ESTRELA";"NO RUMO DA SUBLIME ESTRELA";;"Libertinagem ; Estrela da manhã";;"Manuel Bandeira";"Editorial Universidad de Costa Rica";9788489666320;1998;868;"Google Books";http://books.google.com.br/books?id=MK_JU70yulwC&dq=NO+RUMO+DA+SUBLIME+ESTRELA&hl=&as_pt=BOOKS&source=gbs_api;0.4000;"NO RUMO DA SUBLIME ESTRELA"
sem-match-forte;"NOSSA NOVA CAMINHADA";"NOSSA NOVA CAMINHADA";;"Pinte Seu Caminho de Uma Nova Cor: Força, Coragem e Atitude para o Novo";;"Edinete Santos";"Editora Appris";9786525079820;2025;156;"Google Books";https://play.google.com/store/books/details?id=gY93EQAAQBAJ&source=gbs_api;0.3217;"NOSSA NOVA CAMINHADA"
sem-match-forte;"O CÉU AO NOSSO ALCANCE";"O CÉU AO NOSSO ALCANCE";;"Visões do Céu (Edição Atualizada)";;"Ellen G. White";"Casa Publicadora Brasileira";9788534537223;2026;128;"Google Books";https://play.google.com/store/books/details?id=6_DFEQAAQBAJ&source=gbs_api;0.3568;"O CÉU AO NOSSO ALCANCE"
sem-match-forte;"O CÉU E O INFERNO - EME PROMOCIONAL";"O CÉU E O INFERNO - EME PROMOCIONAL";;"Céu, inferno";"ensaios de crítica literária e ideológica";"Alfredo Bosi";"Editora 34";9788573262643;2003;504;"Google Books";http://books.google.com.br/books?id=n6a14_7mwkcC&dq=O+C%C3%89U+E+O+INFERNO+-+EME+PROMOCIONAL&hl=&as_pt=BOOKS&source=gbs_api;0.4784;"O CÉU E O INFERNO - EME PROMOCIONAL"
sem-match-forte;"O CÉU NÃO ME INTERESSA";"O CÉU NÃO ME INTERESSA";;"O colecionador de memórias";;"Cecelia Ahern";"Editora Novo Conceito";9788581638881;2018;303;"Google Books";https://play.google.com/store/books/details?id=TfM4DwAAQBAJ&source=gbs_api;0.3860;"O CÉU NÃO ME INTERESSA"
sem-match-forte;"O ESPÍRITA NA MEDIUNIDADE E NO MEIO SOCIAL";"O ESPÍRITA NA MEDIUNIDADE E NO MEIO SOCIAL";;"Espiritualidade e Educação na Pós-modernidade";;"Hugo Brandão, Fábio Lau";"Phillos Academy";9786588994689;2021;150;"Google Books";https://play.google.com/store/books/details?id=A5FcEQAAQBAJ&source=gbs_api;0.4086;"O ESPÍRITA NA MEDIUNIDADE E NO MEIO SOCIAL"
sem-match-forte;"O ESPIRITISMO E AS MANIFESTAÇÕES PSÍQUICAS";"O ESPIRITISMO E AS MANIFESTAÇÕES PSÍQUICAS";;"Parapsicologia - o poder da mente e os mistérios da vida";;"Benjamim Bossa";"Edicoes Loyola";9788515008810;1993;244;"Google Books";http://books.google.com.br/books?id=vWmpShW1UUgC&dq=O+ESPIRITISMO+E+AS+MANIFESTA%C3%87%C3%95ES+PS%C3%8DQUICAS&hl=&as_pt=BOOKS&source=gbs_api;0.3721;"O ESPIRITISMO E AS MANIFESTAÇÕES PSÍQUICAS"
sem-match-forte;"O ESPIRITISMO E OS SÁBIOS";"O ESPIRITISMO E OS SÁBIOS";;"Renan e os sabios da Academia. [A poem.]";;"Raymundo Antonio de BULHÃO PATO";;;1874;24;"Google Books";https://play.google.com/store/books/details?id=Re6AsshBCboC&source=gbs_api;0.4923;"O ESPIRITISMO E OS SÁBIOS"
sem-match-forte;"O EVANGELHO CARTAS DE PAULO";"O EVANGELHO CARTAS DE PAULO";;"Explicando as cartas de São Paulo";;"Francisco Albertin";"Editora Santuario";9788536901596;2020;0;"Google Books";http://books.google.com.br/books?id=_InT0AEACAAJ&dq=O+EVANGELHO+CARTAS+DE+PAULO&hl=&as_pt=BOOKS&source=gbs_api;0.6207;"O EVANGELHO CARTAS DE PAULO"
sem-match-forte;"O EVANGELHO ATOS DOS APOSTOLOS";"O EVANGELHO ATOS DOS APOSTOLOS";;"Como Ler os Atos dos Apóstolos";;;;;1993;;"Open Library";https://openlibrary.org/works/OL13402342M;0.7033;"O EVANGELHO ATOS DOS APOSTOLOS"
sem-match-forte;"O Evangelho Segundo o Espiritismo Para Infância e Juventude (Volume 2) Capa comum - 19 abril 2022";"O Evangelho Segundo o Espiritismo Para Infância e Juventude (Volume 2) Capa comum - 19 abril 2022";;"O Evangelho Segundo o Espiritismo Para Crianças";;"Adeilson Salles";;9786556790329;2023;0;"Google Books";http://books.google.com.br/books?id=k538zwEACAAJ&dq=O+Evangelho+Segundo+o+Espiritismo+Para+Inf%C3%A2ncia+e+Juventude+(Volume+2)+Capa+comum+-+19+abril+2022&hl=&as_pt=BOOKS&source=gbs_api;0.5164;"O Evangelho Segundo o Espiritismo Para Infância e Juventude (Volume 2) Capa comum - 19 abril 2022"
sem-match-forte;"O Evangelho Segundo o Espiritismo Para Infância e Juventude Capa comum - 19 abril 2022";"O Evangelho Segundo o Espiritismo Para Infância e Juventude Capa comum - 19 abril 2022";;;;;;;;;;;0.0000;
sem-match-forte;"O JUGO LEVE";"O JUGO LEVE";;"Charles H. Spurgeon - Sermão - O Jugo e o Fardo de Cristo";;"Charles H. Spurgeon ";"Divino  Cordeiro";;2026;24;"Google Books";https://play.google.com/store/books/details?id=2sm8EQAAQBAJ&source=gbs_api;0.4305;"O JUGO LEVE"
sem-match-forte;"O LEGADO DE PAULO DE TARSO AO CRISTIANISMO REDIVIVO";"O LEGADO DE PAULO DE TARSO AO CRISTIANISMO REDIVIVO";;"O evangelho redivivo - Livro VII";"Estudo interpretativo das epístolas de Paulo de Tarso";"Marta Antunes de Oliveira de Moura";"FEB Editora";9786555707687;2025;683;"Google Books";https://play.google.com/store/books/details?id=ZTSWEQAAQBAJ&source=gbs_api;0.4579;"O LEGADO DE PAULO DE TARSO AO CRISTIANISMO REDIVIVO"
sem-match-forte;"O LIVRO DOS ESPÍRITOS - EME PROMOCIONAL";"O LIVRO DOS ESPÍRITOS - EME PROMOCIONAL";;"O Livro Da Fúria";;Px;"Clube de Autores";;2019;114;"Google Books";https://play.google.com/store/books/details?id=yHWEEAAAQBAJ&source=gbs_api;0.4308;"O LIVRO DOS ESPÍRITOS - EME PROMOCIONAL"
sem-match-forte;"O LIVRO DOS ESPÍRITOS - IDE - NOVA EDIÇÃO";"O LIVRO DOS ESPÍRITOS - IDE - NOVA EDIÇÃO";;"O livro dos espíritos - Edição Histórica Bilíngue - 1857";"Edição bilíngue";"Allan Kardec";"FEB Editora";9788573289534;2021;;"Google Books";https://play.google.com/store/books/details?id=3WAwDwAAQBAJ&source=gbs_api;0.6493;"O LIVRO DOS ESPÍRITOS - IDE - NOVA EDIÇÃO"
sem-match-forte;"O Livro dos Espíritos Para Infância e Juventude (Volume 1) Capa comum - 19 abril 2022";"O Livro dos Espíritos Para Infância e Juventude (Volume 1) Capa comum - 19 abril 2022";;;;;;;;;;;0.0000;
sem-match-forte;"O Livro dos Espíritos Para Infância e Juventude (Volume 2) Capa comum - 19 abril 2022";"O Livro dos Espíritos Para Infância e Juventude (Volume 2) Capa comum - 19 abril 2022";;;;;;;;;;;0.0000;
sem-match-forte;"O PASSADO DE DOLORES";"O PASSADO DE DOLORES";;"Maria Dolores (IDEAL)";;"Francisco Cândido Xavier, Maria Dolores (Espírito)";"FEB Editora/IDEAL";9786555703672;2022;151;"Google Books";https://play.google.com/store/books/details?id=TbtoEAAAQBAJ&source=gbs_api;0.4129;"O PASSADO DE DOLORES"
sem-match-forte;"O QUE NÃO É ESPIRITISMO";"O QUE NÃO É ESPIRITISMO";;"O Mistério dos senhores de vênus vol.III - deuses, venusianos e capelinos";;"Jorge Bessa";"Tagore Editora";9788540900547;2017;143;"Google Books";https://play.google.com/store/books/details?id=Z2A1DwAAQBAJ&source=gbs_api;0.3120;"O QUE NÃO É ESPIRITISMO"
sem-match-forte;"OS EXLILADOS DA CAPELA";"OS EXLILADOS DA CAPELA";;"ENTRE A FÉ E A RAZÃO";"A abrangência dos tipos de conhecimentos acerca das origens e evolução da humanidade (filosofia, ciências, religião, empirismo e mitologia)";"Antônio Elias Asbeg Junior";"Editora CRV";9786525141893;2023;120;"Google Books";https://play.google.com/store/books/details?id=XqStEAAAQBAJ&source=gbs_api;0.2071;"OS EXLILADOS DA CAPELA"
sem-match-forte;"OS LEGISLADORES - Promoção";"OS LEGISLADORES - Promoção";;"Cooperativismo no MERCOSUL";"REGIME JURÍDICO DO PRINCÍPIO DA INTERCOOPERAÇÃO";"ANA CLÁUDIA PEREIRA SILVA LECHAKOSKI";"Arraes Editores";9786559295470;2025;281;"Google Books";https://play.google.com/store/books/details?id=saOQEQAAQBAJ&source=gbs_api;0.2024;"OS LEGISLADORES - Promoção"
sem-match-forte;"OS QUATROS COMPROMISSOS";"OS QUATROS COMPROMISSOS";;"Os quatro compromissos (Edição comemorativa)";;"Don Miguel Ruiz";;9788576845195;2013;0;"Google Books";http://books.google.com.br/books?id=_AsB0AEACAAJ&dq=OS+QUATROS+COMPROMISSOS&hl=&as_pt=BOOKS&source=gbs_api;0.6730;"OS QUATROS COMPROMISSOS"
sem-match-forte;"OS ´OBSESSORES´ GENTE COMO A GENTE";"OS ´OBSESSORES´ GENTE COMO A GENTE";;"Os imortais";;"Robson Pinheiro";"Casa dos Espíritos";9788599818473;2025;287;"Google Books";https://play.google.com/store/books/details?id=uSK7EQAAQBAJ&source=gbs_api;0.2490;"OS ´OBSESSORES´ GENTE COMO A GENTE"
sem-match-forte;"PAIXÃO & SUBLIMAÇÃO";"PAIXÃO & SUBLIMAÇÃO";;"A sublimação";;"Clarissa Metzger";"Aller Editora";9788594347367;2021;98;"Google Books";https://play.google.com/store/books/details?id=v8ErEAAAQBAJ&source=gbs_api;0.7031;"PAIXÃO & SUBLIMAÇÃO"
sem-match-forte;"PARÁBOLAS DE JESUS A LUZ DA DOUTRINA ESPÍRITA";"PARÁBOLAS DE JESUS A LUZ DA DOUTRINA ESPÍRITA";;"Estudo aprofundado da doutrina espírita - Livro II";;"Marta Antunes de Oliveira de Moura (Organizadora)";"FEB Editora";9788569452249;2021;362;"Google Books";https://play.google.com/store/books/details?id=mIFlEAAAQBAJ&source=gbs_api;0.5025;"PARÁBOLAS DE JESUS A LUZ DA DOUTRINA ESPÍRITA"
sem-match-forte;"Parábolas Do Amor";"Parábolas Do Amor";;"Parábolas do Amor";"Jesus próximo ao seu coração em parábolas e poemas";"Jorge Elarrat Canto";;9786556790459;2024;0;"Google Books";http://books.google.com.br/books?id=wqBw0AEACAAJ&dq=intitle:%22Par%C3%A1bolas+Do+Amor%22&hl=&as_pt=BOOKS&source=gbs_api;0.7080;"intitle:""Parábolas Do Amor"""
sem-match-forte;"Parábolas Evangélicas - Rodolfo Calligaris";"Parábolas Evangélicas - Rodolfo Calligaris";;"Parábolas evangélicas";;"Rodolfo Calligaris";"FEB Editora";9788584850211;2021;95;"Google Books";https://play.google.com/store/books/details?id=A4BlEAAAQBAJ&source=gbs_api;0.6969;"Parábolas Evangélicas - Rodolfo Calligaris"
sem-match-forte;"PAULO DE TARSO & As Leis Morais";"PAULO DE TARSO & As Leis Morais";;"Paulo de Tarso na filosofia política atual e outros ensaios";;"Enrique Dussel";"Pia Sociedade de São Paulo - Editora Paulus";9788534944724;2016;210;"Google Books";https://play.google.com/store/books/details?id=kyhFDQAAQBAJ&source=gbs_api;0.5141;"PAULO DE TARSO & As Leis Morais"
sem-match-forte;"PEÇA & RECEBA";"PEÇA & RECEBA";;"Coleção das leis de ...";;Brazil;;;1889;632;"Google Books";https://play.google.com/store/books/details?id=g5FCAQAAMAAJ&source=gbs_api;0.2480;"PEÇA & RECEBA"
